Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
2011   08   27   24      0.00      5.22      0.02     30.71
2011   08   28   24      0.00      5.44      0.02     29.82
2011   08   29   24      0.00      5.15      0.02     28.90
2011   08   30   24      0.00      5.22      0.02     29.29
2011   08   31   24      0.00      5.19      0.02     30.45
2011   09   01   24      0.00      5.11      0.02     29.97
2011   09   02   24      0.00      4.42      0.02     29.20
2011   09   03   24     19.56      2.79      0.03     26.95
2011   09   04   24     69.94      1.45      0.04     23.68
2011   09   05   24     29.58      2.42      0.11     23.27
2011   09   06   24      0.00      4.29      0.22     21.00
2011   09   07   24      0.00      4.33      0.14     20.07
2011   09   08   24      0.00      4.31      0.09     20.95
2011   09   09   24      0.00      4.33      0.06     21.54
2011   09   10   24      0.00      4.41      0.05     23.67
2011   09   11   24      0.00      4.42      0.04     25.36
2011   09   12   24      0.00      4.43      0.04     26.84
2011   09   13   24      0.00      4.37      0.03     28.02
2011   09   14   24      0.00      3.95      0.03     28.95
2011   09   15   24      0.00      3.36      0.03     25.21
2011   09   16   24      0.00      3.42      0.03     21.14
2011   09   17   24      0.00      3.86      0.03     23.54
2011   09   18   24      0.01      3.48      0.03     24.71
2011   09   19   24     13.79      2.80      0.03     23.52
2011   09   20   24      0.00      3.62      0.03     23.50
2011   09   21   24      0.00      3.83      0.03     24.81
2011   09   22   24      0.00      3.91      0.03     24.94
2011   09   23   24      0.00      3.66      0.03     24.13
2011   09   24   24      0.00      3.71      0.03     21.64
2011   09   25   24      0.00      3.80      0.03     24.04
2011   09   26   24      0.00      3.65      0.03     27.86
2011   09   27   24      0.00      3.70      0.03     28.43
2011   09   28   24      0.00      3.68      0.03     28.08
2011   09   29   24      0.82      3.88      0.03     27.20
2011   09   30   24      0.00      3.65      0.02     24.59
2011   10   01   24      0.00      3.46      0.02     19.09
2011   10   02   24      0.00      3.29      0.02     17.84
2011   10   03   24      0.00      3.20      0.02     16.94
2011   10   04   24      0.00      3.21      0.02     17.86
2011   10   05   24      0.00      3.26      0.02     19.09
2011   10   06   24      0.00      3.29      0.02     20.89
2011   10   07   24      0.00      3.24      0.02     22.69
2011   10   08   24      0.00      3.15      0.02     24.06
2011   10   09   24      0.00      3.01      0.02     23.93
2011   10   10   24      0.00      2.93      0.02     23.70
2011   10   11   24      0.00      3.06      0.02     22.68
2011   10   12   24      0.00      2.99      0.02     22.88
2011   10   13   24      0.14      2.92      0.02     22.38
2011   10   14   24      0.00      2.97      0.02     20.25
2011   10   15   24      0.00      2.99      0.02     21.11
2011   10   16   24      0.00      2.96      0.02     21.43
2011   10   17   24      0.00      2.94      0.02     22.31
2011   10   18   24     11.02      2.08      0.02     18.63
2011   10   19   24      0.00      2.00      0.02     12.51
2011   10   20   24      0.00      2.11      0.02     11.36
2011   10   21   24      0.00      2.27      0.02     14.11
2011   10   22   24      0.00      2.45      0.02     17.85
2011   10   23   24      2.48      2.09      0.02     20.26
2011   10   24   24      0.00      2.34      0.02     20.81
2011   10   25   24      0.00      2.41      0.02     19.24
2011   10   26   24      0.00      2.39      0.02     20.98
2011   10   27   24      2.03      2.23      0.02     21.99
2011   10   28   24     10.91      1.63      0.02     15.21
2011   10   29   24      0.00      1.60      0.02      9.75
2011   10   30   24      0.00      1.79      0.02     11.66
2011   10   31   24      0.00      1.86      0.02     12.99
2011   11   01   24      0.00      1.93      0.02     14.35
2011   11   02   24      0.00      2.00      0.02     16.72
2011   11   03   24      4.00      1.55      0.02     14.97
2011   11   04   24      0.00      1.59      0.02     10.47
2011   11   05   24      0.00      1.65      0.02     11.95
2011   11   06   24      0.00      1.77      0.02     16.19
2011   11   07   24      0.00      1.73      0.02     20.58
2011   11   08   24      2.70      1.66      0.02     21.73
2011   11   09   24     13.25      1.40      0.02     16.32
2011   11   10   24      0.00      1.44      0.02     11.19
2011   11   11   24      0.00      1.44      0.02      9.70
2011   11   12   24      0.00      1.55      0.02     12.61
2011   11   13   24      0.00      1.68      0.02     18.51
2011   11   14   24      0.00      1.71      0.02     21.85
2011   11   15   24      4.17      1.64      0.02     23.07
2011   11   16   24     12.44      1.48      0.02     21.02
2011   11   17   24      0.00      1.46      0.02     12.77
2011   11   18   24      0.00      1.28      0.02      8.71
2011   11   19   24      0.00      1.46      0.02     13.19
2011   11   20   24      0.00      1.64      0.02     21.09
2011   11   21   24      0.00      1.46      0.02     23.60
2011   11   22   24     29.89      1.29      0.03     19.70
2011   11   23   24     32.55      1.24      0.03     15.46
2011   11   24   24      0.00      1.35      0.03     13.48
2011   11   25   24      0.00      1.39      0.03     13.31
2011   11   26   24     20.53      1.33      0.03     16.68
2011   11   27   24     26.90      1.10      0.03     12.27
2011   11   28   24      0.00      0.92      0.03      4.96
2011   11   29   24      0.00      1.07      0.03      6.76
2011   11   30   24      0.00      1.14      0.03      8.89
2011   12   01   24      0.00      1.14      0.03      9.18
2011   12   02   24      0.00      1.19      0.03     10.81
2011   12   03   24      0.00      1.31      0.03     14.18
2011   12   04   24     13.00      1.08      0.03     17.36
2011   12   05   24     20.97      1.10      0.03     14.53
2011   12   06   24     13.95      0.84      0.03      7.04
2011   12   07   24      0.00      0.81      0.03      2.71
2011   12   08   24      0.00      0.86      0.03      2.58
2011   12   09   24      0.00      0.91      0.03      4.39
2011   12   10   24      0.00      0.96      0.03      6.53
2011   12   11   24      0.00      0.96      0.03      6.20
2011   12   12   24      0.00      0.99      0.03      6.96
2011   12   13   24      0.00      1.12      0.03     10.73
2011   12   14   24      0.00      1.20      0.03     14.16
2011   12   15   24      1.10      1.29      0.03     18.70
2011   12   16   24     11.96      1.13      0.03     15.36
2011   12   17   24      0.13      1.02      0.03      8.52
2011   12   18   24      0.00      1.01      0.03      7.54
2011   12   19   24      0.00      1.14      0.03     11.38
2011   12   20   24     27.77      1.07      0.03     13.98
2011   12   21   24     10.60      0.97      0.04     10.51
2011   12   22   24     27.61      0.86      0.06     10.34
2011   12   23   24     16.29      0.85      0.10     10.37
2011   12   24   24      9.01      0.78      0.12      7.41
2011   12   25   24     26.71      0.74      0.12      7.47
2011   12   26   24      7.71      0.79      0.33      8.41
2011   12   27   24     11.41      0.91      0.48      7.89
2011   12   28   24      0.00      1.02      0.47      7.15
2011   12   29   24      0.00      1.10      0.49      9.29
2011   12   30   24      0.00      1.22      0.50     12.81
2011   12   31   24      0.00      1.25      0.45     13.09
2012   01   01   24      0.00      1.27      0.40     14.28
2012   01   02   24      0.00      1.08      0.35      9.18
2012   01   03   24      0.00      0.94      0.26      4.72
2012   01   04   24      0.00      1.06      0.18      7.79
2012   01   05   24      0.00      1.23      0.13     12.15
2012   01   06   24      0.00      1.36      0.11     15.21
2012   01   07   24      0.71      1.35      0.09     17.12
2012   01   08   24      3.70      1.24      0.08     18.51
2012   01   09   24     23.63      1.06      0.07     16.84
2012   01   10   24     23.07      1.00      0.08     13.69
2012   01   11   24      0.00      1.20      0.09     12.66
2012   01   12   24      0.00      1.15      0.15      8.45
2012   01   13   24      0.00      0.99      0.22      3.78
2012   01   14   24      0.00      1.12      0.34      6.51
2012   01   15   24      0.00      1.23      0.40      9.08
2012   01   16   24      0.00      1.41      0.43     13.65
2012   01   17   24     13.15      1.34      0.43     16.80
2012   01   18   24      4.19      1.32      0.35     10.82
2012   01   19   24      0.00      1.31      0.41      9.71
2012   01   20   24      0.00      1.55      0.69     17.48
2012   01   21   24      0.00      1.69      0.81     20.55
2012   01   22   24      0.00      1.67      0.81     18.78
2012   01   23   24      0.48      1.66      0.71     16.65
2012   01   24   24      6.98      1.36      0.53     13.58
2012   01   25   24     34.62      1.31      0.43     16.02
2012   01   26   24     30.77      1.31      1.74     14.55
2012   01   27   24      0.00      1.43      2.19      9.86
2012   01   28   24      0.00      1.47      1.93     10.59
2012   01   29   24      0.00      1.46      1.93      8.76
2012   01   30   24      0.00      1.53      1.93      9.71
2012   01   31   24      4.70      1.50      1.95     14.13
2012   02   01   24     10.00      1.41      2.46     19.01
2012   02   02   24      7.42      1.20      2.87     19.39
2012   02   03   24     77.52      1.14      6.15     19.01
2012   02   04   24     56.99      1.40     11.52     17.07
2012   02   05   24      3.45      1.50     12.50     10.57
2012   02   06   24      0.00      1.47     20.80      7.67
2012   02   07   24      0.00      1.61     18.85      9.99
2012   02   08   24      0.00      1.64     12.16     10.63
2012   02   09   24      0.00      1.65      8.64      9.13
2012   02   10   24      2.61      1.33      6.94      9.09
2012   02   11   24      1.00      1.37      5.64      5.32
2012   02   12   24      0.00      1.46      4.12      3.32
2012   02   13   24     10.94      1.21      2.17      4.96
2012   02   14   24      5.89      1.36      1.14      7.96
2012   02   15   24     46.22      1.64      0.93     11.31
2012   02   16   24     12.79      1.88      2.44     15.78
2012   02   17   24      0.00      2.07      3.80     14.56
2012   02   18   24     39.94      1.42      5.67     13.18
2012   02   19   24     10.82      1.73     12.39     10.54
2012   02   20   24      0.00      2.10     13.58     10.23
2012   02   21   24      2.53      2.28     11.52     14.81
2012   02   22   24      0.00      2.72      9.74     18.61
2012   02   23   24      0.00      2.84      8.28     21.79
2012   02   24   24      0.00      2.82      6.92     17.55
2012   02   25   24      0.00      2.31      5.65      9.60
2012   02   26   24      0.00      2.41      4.29     10.73
2012   02   27   24      0.00      2.65      2.40     14.93
2012   02   28   24      0.15      2.50      1.13     17.80
2012   02   29   24      0.00      2.64      0.69     21.29
2012   03   01   24      0.00      2.80      0.53     23.27
2012   03   02   24     12.70      2.60      0.45     22.19
2012   03   03   24     14.16      2.35      0.45     14.16
2012   03   04   24      0.00      2.69      0.48     10.78
2012   03   05   24      0.00      3.03      0.76     14.27
2012   03   06   24      0.00      3.12      1.13     15.45
2012   03   07   24      0.00      3.13      1.56     18.74
2012   03   08   24     18.80      2.63      2.08     20.03
